eMAS_ID,COD_sect_ave,COD_sect_std,COD_sect_n,Height_sect_ave,Height_sect_std,Height_sect_n,Phase_sect_ave,Phase_sect_std,Phase_sect_n,Phase_sect_mode,Phase_sect_mode_perc,Temp_sect_ave,Temp_sect_std,Temp_sect_n,background_aod,near_cloud_aod,background_aod_sect,near_cloud_aod_sect,solar_zen
13957_03,30.025697875321033,28.946381113336066,42830,2.1425384450529825,1.4937218948528961,125985,2.0088949544414563,0.12127794584154364,124565,2.0,0.99405129851884555,287.89830820560292,9.403531384990238,125985,0.42589170825092476,0.54356347763393265,0.7455106523467816,0.87350483113135036,29.998207780913905
13957_03,22.896633450866162,20.197284605744318,26092,1.8762065155120751,1.1247275231257192,90768,2.0029771231588844,0.076377098217981762,89348,2.0,0.9984554774589246,289.46743965628633,7.2358352826901786,90768,0.42589170825092476,0.54356347763393265,0.61959170866216073,0.69845840140714754,29.998207780913905
13957_03,32.771903672224035,35.924457151112819,18354,1.8890559241706164,1.5402401622915807,63300,2.0053652230122818,0.097331787333159517,61880,2.0,0.99670329670329672,289.48574471432335,9.7951479869687148,63300,0.42589170825092476,0.54356347763393265,0.47216706545386694,0.53956333839150361,29.998207780913905
13957_03,40.316562196793527,40.238432016320239,64931,2.4002082281310391,1.839333336997709,158821,2.0144471763203535,0.16098334270675319,157401,2.0,0.99139141428580502,286.23418152441945,11.665652677129374,158821,0.42589170825092476,0.54356347763393265,0.82983610447205169,0.88940399067932696,29.998207780913905
13957_03,36.275026720612757,36.231356178130355,46219,2.2429617022296444,1.8419512901748492,125177,2.012734633192466,0.15228277492102565,123757,2.0,0.99257415742139843,287.10622899333413,11.8344023458717,125177,0.42589170825092476,0.54356347763393265,0.59456681850616422,0.69467195680041982,29.998207780913905
13957_03,73.861821838598843,56.054520182285671,131263,2.8953868842672601,2.0374444808302865,237867,2.0701214225598124,0.26887297727873233,236447,2.0,0.93342271206655192,283.25091889176713,12.646559654831167,237867,0.42589170825092476,0.54356347763393265,0.67685682468355712,0.80947481459121995,29.998207780913905
13957_06,40.238688045608406,39.609976050681631,140325,4.5158395654330459,2.6791725391256667,249996,2.131909983620182,0.3884278100690095,247866,2.0,0.88627322827656874,273.65491264203604,16.923052402572914,249996,0.41506120717545436,0.50416608446780709,0.62434133417352822,0.782906712735985,21.115747143353691
13957_06,29.515117491689061,35.163397069029223,87836,4.2999731938520744,2.8120844744498319,153808,2.0906370580360658,0.32234548714451305,152388,2.0,0.92010525763183448,274.97930760854462,17.646526261868818,153808,0.41506120717545436,0.50416608446780709,0.46856195284797098,0.64529159751439291,21.115747143353691
13957_06,25.709703220261609,25.990705099420161,37233,2.7487682175813495,2.6311610421439511,102950,2.1189106667979907,0.34623655922908059,101530,2.0,0.88864375061558165,284.33001802549614,16.249599861244217,102950,0.41506120717545436,0.50416608446780709,0.43313370007250135,0.4985082651567696,21.115747143353691
13957_06,20.974624720729427,16.457040809823894,16561,1.8569459992769777,2.0050895028861113,66388,2.0147149365841646,0.17010668515440239,64968,2.0,0.99250400197020072,289.86671943529564,12.996097173067653,66388,0.41506120717545436,0.50416608446780709,0.34630299136474596,0.39462415015638785,21.115747143353691
13957_06,22.461282289842384,20.141901287099959,18272,1.5401838002468737,1.4786085348797748,74532,2.0044589123536491,0.088183762093030887,73112,2.0,0.99720976036765507,291.77842569527826,9.5711288669841537,74532,0.41506120717545436,0.50416608446780709,0.3903767129298929,0.4507933990044582,21.115747143353691
13957_09,26.587016186238479,25.539054548757314,46521,2.4236682963581719,1.7597674490596427,122109,2.0160944832012269,0.15891433441789171,119979,2.0,0.98861467423465776,286.2600009720544,10.939861951254747,122109,0.40644546217521432,0.52755284994721752,0.45767496592944923,0.54024497548015027,23.273068283035325
13957_09,24.604262577727535,24.072563337728965,35380,2.7522905666501014,2.4981778155590981,98597,2.0256953805941733,0.20697269013375472,97177,2.0,0.98320590263128105,284.11123963073391,15.818960471714737,98597,0.40644546217521432,0.52755284994721752,0.40504049905199696,0.47141414964397771,23.273068283035325
13957_09,29.970554065015282,32.787270281044492,48081,3.4280924840085292,2.9467457759115603,120064,2.0904891945652539,0.35614252359166687,118644,2.0,0.93177910387377361,280.0078683748651,18.561148115551902,120064,0.40644546217521432,0.52755284994721752,0.40526749323655714,0.4869286951330638,23.273068283035325
13957_09,23.153572142734006,22.584777388184712,29005,2.1927512055121179,2.054993852217688,94773,2.008601758915086,0.12968761986469551,93353,2.0,0.99554379612867294,287.47088032497089,13.139090519234408,94773,0.40644546217521432,0.52755284994721752,0.3356313378228678,0.41977721015414871,23.273068283035325
13957_09,19.047792387626579,21.761130323064069,83049,4.7269533248542128,3.6408246120400007,166684,2.0622035046955176,0.31193297838242395,165264,2.0,0.9572804724561913,271.59948164255621,23.707391637851188,166684,0.40644546217521432,0.52755284994721752,0.44429884382593426,0.55802212361629522,23.273068283035325
13957_09,79.165729859838791,64.357548520111791,241793,10.648112386260619,3.6626946068953763,297830,2.7195809857967004,0.47265515389018814,296410,3.0,0.69796228197429233,231.27670167675018,24.51233366301966,297830,0.40644546217521432,0.52755284994721752,0.69795941321470756,0.81160626798517377,23.273068283035325
13957_12,9.7250940906062375,16.102507113846414,313687,13.22255839545285,2.1255011538347399,429280,2.8174294744235047,0.43231093971390244,427150,3.0,0.77977525459440478,215.88395778643255,11.638890509105977,429280,0.44393229856415095,0.57729166949619604,0.56235084139368907,0.66722839778065302,30.777949538227809
13957_12,51.641212281864362,52.165297798992057,203715,6.0627773814995454,3.3044627363319523,335062,2.3806325342732628,0.62658930187485296,333642,2.0,0.69779883827575662,263.56596512316122,21.552781399027296,335062,0.44393229856415095,0.57729166949619604,0.80450893370205778,1.0203994839202326,30.777949538227809
13957_12,45.668017777777791,43.149667336511676,57375,2.6848375507463142,2.2330923902259747,131044,2.0265614392396469,0.21727862163377415,129624,2.0,0.98411559587730668,284.58871811316862,14.332888386135599,131044,0.44393229856415095,0.57729166949619604,0.52475003158522349,0.72554418801058651,30.777949538227809
13957_12,36.815432080713556,37.401059287571805,34195,2.2535717565888715,1.8326714637269728,90152,2.0096808366767345,0.13860593529108348,88732,2.0,0.99513140693323721,287.15157602021014,11.884816235266692,90152,0.44393229856415095,0.57729166949619604,0.44808188801808518,0.57722847893185258,30.777949538227809
13957_12,32.700083155460696,38.538356210502641,67464,4.2432622192243814,3.3325896173380243,137877,2.0553434415237035,0.29476236630222991,136457,2.0,0.96195871226833363,274.88874187029245,21.616489595349432,137877,0.44393229856415095,0.57729166949619604,0.49246506133974982,0.57227740615370126,30.777949538227809
13957_12,41.144469818440982,40.63762956657181,61743,4.0096880028757607,2.8489309769664679,130748,2.0915656315724358,0.34967951374416845,129328,2.0,0.9279815662501546,276.59765970919915,18.197659757794487,130748,0.44393229856415095,0.57729166949619604,0.56219464233252892,0.63005477027465606,30.777949538227809
13957_12,51.909284871697778,49.715180614251132,137332,5.3815311631947917,2.8173215238539822,250921,2.2773896697808826,0.55796950453645122,249501,2.0,0.77805299377557602,268.44059355113819,18.031618977308916,250921,0.44393229856415095,0.57729166949619604,0.75479228743004945,0.82169127254267715,30.777949538227809
13957_12,42.382766073735482,45.922328107963075,140882,6.0875485455232319,3.1677935965327966,262053,2.4158798003322679,0.5984635528819795,260633,2.0,0.64173761572786259,263.80042348239073,20.376933188408664,262053,0.44393229856415095,0.57729166949619604,0.68397014257886823,0.80183266802210706,30.777949538227809
13957_12,53.451722370838311,50.382765930962719,62054,3.9733184357992348,2.7494413310016288,124025,2.0668325109090167,0.29828123119043576,122605,2.0,0.94647037233391784,277.13888015902097,17.690897233317877,124025,0.44393229856415095,0.57729166949619604,0.55447207894504347,0.61830452591246998,30.777949538227809
13957_12,32.075882283788545,31.926053424757541,25519,3.1335061133254332,2.7336575927681355,74264,2.0172285981000493,0.18322136623009244,72844,2.0,0.9910905496677832,281.91471604063031,18.098450301720337,74264,0.44393229856415095,0.57729166949619604,0.48824932436743329,0.53788869152291596,30.777949538227809
13957_12,27.408395121071923,28.325620665720294,16643,3.0179144748775628,2.5416578007093977,55130,2.0201824613665984,0.18917464276200827,53710,2.0,0.98782349655557622,282.74798025727119,16.766110976331742,55130,0.44393229856415095,0.57729166949619604,0.41255515357197287,0.46841180235605362,30.777949538227809
13957_12,25.884127145151748,25.800951479781684,11829,3.568437769202041,3.0813123180209603,40165,2.047412569363789,0.28953008639399197,38745,2.0,0.97191895728481092,279.49918160282459,20.377779558905509,40165,0.44393229856415095,0.57729166949619604,0.38007308450574218,0.40981977777585832,30.777949538227809
13957_15,43.125313616822915,45.383079865441402,19307,3.4564658925115386,2.7414401380904452,67170,2.0409440344403444,0.277983813481816,65040,2.0,0.97805965559655594,280.01704986737798,18.368566485734796,67170,0.35863353949353521,0.41415712684082279,0.40598980108027177,0.4258792445536474,46.829953035954887
